"Index","Line Number","Text"
"1.1.1.11","4","computer (his &quot;clerk&quot; ) with which he can communicate"
"1.1.1.11","5","by means of a small keyboard and various other devices."
"1.1.1.12","1","He is designing a building. He has already dreamed up several"
"1.1.1.12","2","basic layouts and structural forms, and is trying them out on"
"1.1.1.12","3","the screen. The surveying data for the layout he is working on"
"1.1.1.12","4","now have already been entered, and he has just coaxed the clerk"
"1.1.1.12","5","to show him a perspective view of the steep hillside building"
"1.1.1.12","6","site with the roadway above, symbolic representations of the"
"1.1.1.12","7","various trees that are to remain on the lot, and the service tie"
"1.1.1.12","8","points for the different utilities. The view occupies the left"
"1.1.1.12","9","two-thirds of the screen. With a &quot;pointer,&quot; he"
"1.1.1.12","10","indicates two points of interest, moves his left hand rapidly"
"1.1.1.12","11","over the keyboard, and the distance and elevation between the"
"1.1.1.12","12","points indicated appear on the right- hand third of the screen."
"1.1.1.13","1","Now he enters a reference line with his pointer, and the"
"1.1.1.13","2","keyboard. Gradually the screen begins to show the work he is"
"1.1.1.13","3","doing--a neat excavation appears in the hillside) revises itself"
"1.1.1.13","4","slightly, and revises itself again. After a moment, the"
"1.1.1.13","5","architect changes the scene on the screen to an overhead plan"
"1.1.1.13","6","view of the site, still showing the excavation. A few minutes of"
"1.1.1.13","7","study, and he enters on the keyboard a list of items, checking"
"1.1.1.13","8","each one as it appears on the screen, to be studied later."
"1.1.1.14","1","Ignoring the representation on the display, the architect next"
"1.1.1.14","2","begins to enter a series of specifications and data--a six-inch"
"1.1.1.14","3","slab floor, twelve-inch concrete walls eight feet high within"
"1.1.1.14","4","the excavation, and so on. When he has finished, the revised"
"1.1.1.14","5","scene appears on the screen. A structure is taking shape. He"
"1.1.1.14","6","examines it, adjusts it, pauses long enough to ask for handbook"
"1.1.1.14","7","or catalog information from the clerk at various points, and"
"1.1.1.14","8","reacijusts accordingly. He often recalls from the"
"1.1.1.14","9","&quot;clerk&quot; his working lists of specifications and"
"1.1.1.14","10","considerations to refer to them, modify them, or add to them."
"1.1.1.14","11","These lists grow into an evermore-detailed, interlinked"
"1.1.1.14","12","structure, which represents the maturing thought behind the"
"1.1.1.14","13","actual design."
"1.1.1.15","1","Prescribing different planes here and there, curved surfaces"
"1.1.1.15","2","occasionally, and moving the whole structure about five feet, he"
"1.1.1.15","3","finally has the rough external form of the building balanced"
"1.1.1.15","4","nicely with the setting and he is assured that this form is"
"1.1.1.15","5","basically compatible with the materials to be used as well as"
"1.1.1.15","6","with the function of the building."
"1.1.1.16","1","Now he begins to enter detailed information about the interior."
"1.1.1.16","2","Here the capability of the clerk to show him any view he wants"
"1.1.1.16","3","to examine (a slice of the interior, or how the structure would"
"1.1.1.16","4","look from the roadway above) is important. He enters particular"
"1.1.1.16","5","fixture designs, and examines them in a particular room. He"
"1.1.1.16","6","checks to make sure that sun glare from the windows will not"
"1.1.1.16","7","blind a driver on the roadway, and the &quot;clerk&quot;"
"1.1.1.16","8","computes the information that one window will reflect strongly"
"1.1.1.16","9","onto the roadway between 6 and 6:30 on midsummer mornings."
"1.1.1.17","1","Next he begins a functional analysis. He has a list of the"
"1.1.1.17","2","people who will occupy this building, and the daily sequences of"
"1.1.1.17","3","their activtites.  The &quot;clerk&quot; allows him to follow"
"1.1.1.17","4","each in turn, examining how doors swing, where special lighting"
"1.1.1.17","5","might be needed. Finally he has the &quot;clerk&quot; combine"
"1.1.1.17","6","all of these sequences of activity to indicate spots where"
"1.1.1.17","7","traffic is heavy in the building, or where congestion might"
"1.1.1.17","8","occur, and to determine what the severest drain on the utilities"
"1.1.1.17","9","is likely to be."
"1.1.1.18","1","All of this information (the building design and its associated"
"1.1.1.18","2","&quot;thought structure&quot;) can be stored on a tape to"
"1.1.1.18","3","represent the design manual for the building. Loading this tape"
"1.1.1.18","4","into his own clerk, another architect, a builder, or the client"
"1.1.1.18","5","can maneuver within this design manual to pursue whatever"
"1.1.1.18","6","details or insights are of interest to him--and can append"
"1.1.1.18","7","special notes that are integrated into the design manual for his"
"1.1.1.18","8","own or someone else's later benefit."
"1.1.1.19","1","In such a future working relationship between human problem-"
"1.1.1.19","2","solver and computer 'clerk,' the capability of the computer for"
"1.1.1.19","3","executing mathematical processes would be used whenever it was"
"1.1.1.19","4","needed. However, the computer has many other capabilities for"
"1.1.1.19","5","manipulating and displaying information that can be of"
"1.1.1.19","6","significant benefit to the human in nonmathematical processes of"
"1.1.1.19","7","planning, organizing, studying, etc. Every person who does his"
"1.1.1.19","8","thinking with symbolized concepts (whether in the form of the"
"1.1.1.19","9","English language, pictographs, formal logic, or mathematics)"
"1.1.1.19","10","should be able to benefit significantly."
"1.1.2","1","B. OBJECTIVE OF THE STUDY"
"1.1.2.1","1","The objective of this study is to develop a conceptual framework"
"1.1.2.1","2","within which could grow a coordinated research and development"
"1.1.2.1","3","program whose goals would be the following: (1) to find the"
"1.1.2.1","4","factors that limit the effectiveness of the individual's basic"
"1.1.2.1","5","information-handling capabilities in meeting the various needs"
"1.1.2.1","6","of society for problem solving in its most general sense; and"
"1.1.2.1","7","(2) to develop new techniques, procedures, and systems that will"
"1.1.2.1","8","better match these basic capabilities to the needs' problems,"
"1.1.2.1","9","and progress of society. We have placed the following"
"1.1.2.1","10","specifications on this framework:"
"1.1.2.1.1","1","1. That it provide perspective for both long-range basic"
"1.1.2.1.1","2","research and research that will yield practical results soon."
"1.1.2.1.2","1","2. That it indicate what this augmentation will actually involve"
"1.1.2.1.2","2","in the way of changes in working environment, in thinking, in"
"1.1.2.1.2","3","skills, and in methods of working."
"1.1.2.1.3","1","3. That it be a basis for evaluating the possible relevance of"
"1.1.2.1.3","2","work and knowledge from existing fields and for assimilating"
"1.1.2.1.3","3","whatever is relevant."
"1.1.2.1.4","1","4. That it reveal areas where research is possible and ways to"
"1.1.2.1.4","2","assess the research, be a basis for choosing starting points,"
"1.1.2.1.4","3","and indicate how to develop appropriate methodologies for the"
"1.1.2.1.4","4","needed research."
"1.1.2.2","1","Two points need emphasis here. First, although a conceptual"
"1.1.2.2","2","framework has been constructed, it is still rudimentary. Further"
"1.1.2.2","3","search, and actual research, are needed for the evolution of the"
"1.1.2.2","4","framework. Second, even if our conceptual framework did provide"
"1.1.2.2","5","an accurate and complete basic analysis of the system from which"
"1.1.2.2","6","stems a human's intellectual effectiveness, the explicit nature"
"1.1.2.2","7","of future improved systems would be highly affected by"
"1.1.2.2","8","(expected) changes in our technology or in our understanding of"
"1.1.2.2","9","the human being."
"1.2","1","II. CONCEPTUAL FRAMEWORK"
"1.2.1","1","A. GENERAL"
"1.2.1.1","1","The conceptual framework we seek must orient us toward the real"
"1.2.1.1","2","possibilities and problems associated with using modern"
"1.2.1.1","3","technology to give direct aid to an individual in comprehending"
"1.2.1.1","4","complex situations, isolating the significant factors, and"
"1.2.1.1","5","solving problems. To gain this orientation, we examine how"
"1.2.1.1","6","individuals achieve their present level of effectiveness, and"
"1.2.1.1","7","expect that this examination will reveal possibilities for"
"1.2.1.1","8","improvement."
"1.2.1.2","1","The entire effect of an individual on the world stems"
"1.2.1.2","2","essentially from what he can transmit to the world through his"
"1.2.1.2","3","limited motor channels. This in turn is based on information"
"1.2.1.2","4","received from the outside world through limited sensory"
"1.2.1.2","5","channels; on information, drives, and needs generated within"
"1.2.1.2","6","him; and on his processing of that information. His processing"
"1.2.1.2","7","is of two kinds: that which he is generally conscious of"
"1.2.1.2","8","(recognizing patterns, remembering, visualizing, abstracting,"
"1.2.1.2","9","deducing, inducing, etc.), and that involving the unconscious"
"1.2.1.2","10","processing and mediating of received and self-generated"
"1.2.1.2","11","information, and the unconscious mediating of conscious"
"1.2.1.2","12","processing itself."
"1.2.1.3","1","The individual does not use this information and this processing"
"1.2.1.3","2","to grapple directly with the sort of complex situation in which"
"1.2.1.3","3","we seek to give him help. He uses his innate capabilities in a"
"1.2.1.3","4","rather more indirect fashion, since the situation is generally"
"1.2.1.3","5","too complex to yield directly to his motor actions, and always"
"1.2.1.3","6","too complex to yield comprehensions and solutions from direct"
"1.2.1.3","7","sensory inspection and use of basic cognitive capabilities. For"
"1.2.1.3","8","instance, an aborigine who possesses all of our basic sensory-"
"1.2.1.3","9","mental-motor capabilities, but does not possess our background"
"1.2.1.3","10","of indirect knowledge and procedure, cannot organize the proper"
"1.2.1.3","11","direct actions necessary to drive a car through traffic, request"
"1.2.1.3","12","a book from the library, call a committee meeting to discuss a"
"1.2.1.3","13","tentative plan, call someone on the telephone, or compose a"
"1.2.1.3","14","letter on the typewriter."
"1.2.1.4","1","Our culture has evolved means for us to organize the little"
"1.2.1.4","2","things we can do with our <i>basic</i> capabilities so that we"
"1.2.1.4","3","can derive comprehension from truly complex situations, and"
"1.2.1.4","4","accomplish the processes of deriving and implementing problem"
"1.2.1.4","5","solutions. The ways in which human capabilities are thus"
"1.2.1.4","6","extended are here called augmentation means, and we define four"
"1.2.1.4","7","basic classes of them:"
"1.2.1.4.1","1","1. <i>Artifacts</i>--physical objects designed to provide for"
"1.2.1.4.1","2","human comfort, for the manipulation of things or materials, and"
"1.2.1.4.1","3","for the manipulation of symbols."
"1.2.1.4.2","1","2. <i>Language</i>--the way in which the individual parcels out"
"1.2.1.4.2","2","the picture of his world into the concepts that his mind uses to"
"1.2.1.4.2","3","model that world, and the symbols that he attaches to those"
"1.2.1.4.2","4","concepts and uses in consciously manipulating the concepts"
"1.2.1.4.2","5","(&quot;thinking&quot;)."
"1.2.1.4.3","1","3. <i>Methodology</i>--the methods, procedures, strategies,"
"1.2.1.4.3","2","etc., with which an individual organizes his <i>goal-"
"1.2.1.4.3","3","centered</i> (problem-solving) activity."
"1.2.1.4.4","1","4. <i>Training</i>--the conditioning needed by the human being"
"1.2.1.4.4","2","to bring his skills in using Means 1, 2, and 3 to the point"
"1.2.1.4.4","3","where they are operationally effective."
"1.2.1.5","1","The system we want to improve can thus be visualized as a"
"1.2.1.5","2","trained human being together with his artifacts, language, and"
"1.2.1.5","3","methodology. The explicit new system we contemplate will involve"
"1.2.1.5","4","as artifacts computers, and computer-controlled information-"
"1.2.1.5","5","storage, information-handling, and information-display devices."
"1.2.1.5","6","The aspects of the conceptual framework that are discussed here"
"1.2.1.5","7","are primarily those relating to the human being's ability to"
"1.2.1.5","8","make significant use of such equipment in an integrated system."
"1.2.1.6","1","Pervading all of the augmentation means is a particular"
"1.2.1.6","2","structure or organization. While an untrained aborigine cannot"
"1.2.1.6","3","drive a car through traffic, because he cannot leap the gap"
"1.2.1.6","4","between his cultural background and the kind of world that"
"1.2.1.6","5","contains cars and traffic, it is possible to move step by step"
"1.2.1.6","6","through an organized training program that will enable him to"
"1.2.1.6","7","drive effectively and safely. In other words, the human mind"
"1.2.1.6","8","neither learns nor acts by large leaps, but by steps organized"
"1.2.1.6","9","or structured so that each one depends upon previous steps."
"1.2.1.7","1","Although the size of the step a human being can take in"
"1.2.1.7","2","comprehension, innovation, or execution is small in comparison"
"1.2.1.7","3","to the over-all size of the step needed to solve a complex"
"1.2.1.7","4","problem, human beings nevertheless do solve complex problems. It"
"1.2.1.7","5","is the augmentation means that serve to break down a large"
"1.2.1.7","6","problem in such a way that the human being can walk through it"
"1.2.1.7","7","with his little steps, and it is the structure or organization"
"1.2.1.7","8","of these little steps or actions that we discuss as <i>process"
"1.2.1.7","9","hierarchies</i>."
"1.2.1.8","1","Every process of thought or action is made up of sub-processes."
"1.2.1.8","2","Let us consider such examples as making a pencil stroke, writing"
"1.2.1.8","3","a letter of the alphabet, or making a plan. Quite a few discrete"
"1.2.1.8","4","muscle movements are organized into the making of a pencil"
"1.2.1.8","5","stroke; similarly, making particular pencil strokes and making a"
"1.2.1.8","6","plan for a letter are complex processes in themselves that"
"1.2.1.8","7","become sub-processes to the over-all writing of an alphabetic"
"1.2.1.8","8","character."
"1.2.1.9","1","Although every sub-process is a process in its own right, in"
"1.2.1.9","2","that it consists of further sub-processes, there seems to be no"
"1.2.1.9","3","point here in looking for the ultimate bottom of the process-"
"1.2.1.9","4","hierarchical structure. There seems to be no way of telling"
"1.2.1.9","5","whether or not the apparent bottoms (processes that cannot be"
"1.2.1.9","6","further subdivided) exist in the physical world or in the"
"1.2.1.9","7","limitations of human understanding."
"1.2.1.10","1","In any case, it is not necessary to begin from the bottom in"
"1.2.1.10","2","discussing particular process hierarchies. No person uses a"
"1.2.1.10","3","process that is completely unique every time he tackles"
"1.2.1.10","4","something new. Instead, he begins from a group of basic sensory-"
"1.2.1.10","5","mental-motor process capabilities, and adds to these certain of"
"1.2.1.10","6","the process capabilities of his artifacts. There are only a"
"1.2.1.10","7","finite number of such basic human and artifact capabilities from"
"1.2.1.10","8","which to draw. Furthermore, even quite different higher order"
"1.2.1.10","9","processes may have in common relatively high-order sub-"
"1.2.1.10","10","processes&quot;."
"1.2.1.11","1","When a man writes prose text (a reasonably high-order process),"
"1.2.1.11","2","he makes use of many processes as sub-processes that are common"
"1.2.1.11","3","to other high-order processes. For example, he makes use of"
"1.2.1.11","4","planning, composing, dictating.  The process of writing is"
"1.2.1.11","5","utilized as a sub-process within many different processes of a"
"1.2.1.11","6","still higher order, such as organizing a committee, changing a"
"1.2.1.11","7","policy, and so on."
"1.2.1.12","1","What happens, then, is that each individual develops a certain"
"1.2.1.12","2","repertoire of process capabilities from which he selects and"
"1.2.1.12","3","adapts those that will compose the processes that he executes."
"1.2.1.12","4","This repertoire is like a tool kit, and just as the mechanic"
"1.2.1.12","5","must know what his tools can do and how to use them, so the"
"1.2.1.12","6","intellectual worker must know the capabilities of his tools and"
"1.2.1.12","7","have good methods, strategies, and rules of thumb for making use"
"1.2.1.12","8","of them. All of the process capabilities in the individual's"
"1.2.1.12","9","repertoire rest ultimately upon basic capabilities within him or"
"1.2.1.12","10","his artifacts, and the entire repertoire represents an inter-"
"1.2.1.12","11","knit, hierarchical structure (which we often call the"
"1.2.1.12","12","<i>repertoire hierarchy</i>)."
"1.2.1.13","1","We find three general categories of process capabilities within"
"1.2.1.13","2","a typical individual's repertoire. There are those that are"
"1.2.1.13","3","executed completely within the human integument, which we call"
"1.2.1.13","4","explicit-human process capabilities; there are those possessed"
"1.2.1.13","5","by artifacts for executing processes without human intervention,"
"1.2.1.13","6","which we call <i>explicit-artifact</i> process capabilities; and"
"1.2.1.13","7","there are what we call the <i>composite</i> process"
"1.2.1.13","8","capabilities, which are derived from hierarchies containing both"
"1.2.1.13","9","of the other kinds."
"1.2.1.14","1","We assume that it is our H-LAM/T system (Human using Lauguage,"
"1.2.1.14","2","Artifacts, Methodology, in which he is Trained) that has the"
"1.2.1.14","3","capability and that performs the process in any instance of use"
"1.2.1.14","4","of this repertoire. Let us look within the process structure for"
"1.2.1.14","5","the LAM/T ingredients, to get a better &quot;feel&quot; for our"
"1.2.1.14","6","models. Consider the process of writing an important memo.There"
"1.2.1.14","7","is a particular concept associated with this process -- that of"
"1.2.1.14","8","putting information into a formal package and distributing it to"
"1.2.1.14","9","a set of people for a certain kind of consideration -- and the"
"1.2.1.14","10","type of information package associated with this concept has"
"1.2.1.14","11","been given the special name of <i>memorandum</i>.  Already the"
"1.2.1.14","12","system language shows the effect of this process--i.e., a"
"1.2.1.14","13","concept and its name."
"1.2.1.15","1","The memo-writing process may be executed by using a set of"
"1.2.1.15","2","process capabilities (in intermixed or repetitive form) such as"
"1.2.1.15","3","the following planning, developing subject matter, composing"
"1.2.1.15","4","text, producing hard copy, and distributing.  There is a"
"1.2.1.15","5","definite way in which these sub-processes will be organized that"
"1.2.1.15","6","represents part of the system methodology. Each of these sub-"
"1.2.1.15","7","processes represents a functional concept that must be a part of"
"1.2.1.15","8","the system language if it is to be organized effectively into"
"1.2.1.15","9","the human's way of doing things, and the symbolic portrayal of"
"1.2.1.15","10","each concept must be such that the human can work with it and"
"1.2.1.15","11","remember it."
"1.2.1.16","1","If the memo is simple, a paragraph or so in length, then the"
"1.2.1.16","2","first three processes may well be of the explicit-human type"
"1.2.1.16","3","(i.e., it may be planned, developed) and composed within the"
"1.2.1.16","4","mind) and the last two of the composite type. If it is a complex"
"1.2.1.16","5","memo, involving a good deal of careful planning and development,"
"1.2.1.16","6","then all of the sub-processes might well be of the composite"
"1.2.1.16","7","type (e.g., at least including the use of pencil and paper"
"1.2.1.16","8","artifacts)' and there might be many different applications of"
"1.2.1.16","9","some of the process capabilities within the total process (i.e.,"
"1.2.1.16","10","successive drafts, revised plans)."
"1.2.1.17","1","The set of sub-process capabilities discussed so far, if called"
"1.2.1.17","2","upon in proper occasion and sequence, would indeed enable the"
"1.2.1.17","3","execution of the memo-writing process. However, the very process"
"1.2.1.17","4","of organizing and supervising the utilization of these sub-"
"1.2.1.17","5","process capabilities is itself a most important sub-process of"
"1.2.1.17","6","the memo-writing process. Hence, the sub- process capabilities"
"1.2.1.17","7","as listed would not be complete without the addition of a"
"1.2.1.17","8","seventh capability--what we call the <i>executive</i>"
"1.2.1.17","9","capability. This is the capability stemming from habit,"
"1.2.1.17","10","strategy, rules of thumb, prejudice, learned method, intuition,"
"1.2.1.17","11","unconscious dictates, or combinations thereof, to call upon the"
"1.2.1.17","12","appropriate sub-process capabilities with a particular sequence"
"1.2.1.17","13","and timing. An executive process (i.e., the exercise of an"
"1.2.1.17","14","executive capability) involves such sub-processes as planning,"
"1.2.1.17","15","selecting, and supervising, and it is really the executive"
"1.2.1.17","16","processes that embody all of the methodology in the H-LAM/T"
"1.2.1.17","17","system."
"1.2.1.18","1","To illustrate the capability-hierarchy features of our"
"1.2.1.18","2","conceptual framework, let us consider an artifact innovation"
"1.2.1.18","3","appearing directly within the relatively low-order capability"
"1.2.1.18","4","for composing and modifying written text, and see how this can"
"1.2.1.18","5","affect a (or, for instance, your) hierarchy of capabilities."
"1.2.1.18","6","Suppose you had a new writing machine--think of it as a high-"
"1.2.1.18","7","speed electric typewriter with some special features. You could"
"1.2.1.18","8","operate its keyboard to cause it to write text much as you could"
"1.2.1.18","9","use a conventional typewriter.  But the printing mechanism is"
"1.2.1.18","10","more complicated; besides printing a visible character at every"
"1.2.1.18","11","stroke, it adds special encoding features by means of invisible"
"1.2.1.18","12","selective components in the ink and special shaping of the"
"1.2.1.18","13","character."
"1.2.1.19","1","As an auxiliary device, there is a gadget that is held like a"
"1.2.1.19","2","pencil and, instead of a point, has a special sensing mechanism"
"1.2.1.19","3","that you can pass over a line of the special printing from your"
"1.2.1.19","4","writing machine (or one like it). The signals which this reading"
"1.2.1.19","5","stylus sends through the flexible connecting wire to the writing"
"1.2.1.19","6","machine are used to determine which characters are being sensed"
"1.2.1.19","7","and thus to cause the automatic typing of a duplicate string of"
"1.2.1.19","8","characters. An information-storage mechanism in the writing"
"1.2.1.19","9","machine permits you to sweep the reading stylus over the"
"1.2.1.19","10","characters much faster than the writer can type; the writer will"
"1.2.1.19","11","catch up with you when you stop to think about what word or"
"1.2.1.19","12","string of words should be duplicated next, or while you"
"1.2.1.19","13","reposition the straightedge guide along which you run the"
"1.2.1.19","14","stylus."
"1.2.1.20","1","This writing machine would permit you to use a new process of"
"1.2.1.20","2","composing text. For instance, trial drafts could rapidly be"
"1.2.1.20","3","composed from re-arranged excerpts of old drafts, together with"
"1.2.1.20","4","new words or passages which you stop to type in. Your first"
"1.2.1.20","5","draft could represent a free outpouring of thoughts in any"
"1.2.1.20","6","order, with the inspection of foregoing thoughts continuously"
"1.2.1.20","7","stimulating new considerations and ideas to be entered. If the"
"1.2.1.20","8","tangle of thoughts represented by the draft became too complex,"
"1.2.1.20","9","you would compile a reordered draft quickly. It would be"
"1.2.1.20","10","practical for you to accommodate more complexity in the trails"
"1.2.1.20","11","of thought you might build in search of the path that suits your"
"1.2.1.20","12","needs."
"1.2.1.21","1","You can integrate your new ideas more easily, and thus harness"
"1.2.1.21","2","your creativity more continuously, if you can quickly and"
"1.2.1.21","3","flexibly change your working record. If it is easier to update"
"1.2.1.21","4","any part of your working record to accommodate new developments"
"1.2.1.21","5","in thought or circumstance, you will find it easier to"
"1.2.1.21","6","incorporate more complex procedures in your way of doing things."
"1.2.1.21","7","This will probably allow you to accommodate the extra burden"
"1.2.1.21","8","associated with, for instance, keeping and using special files"
"1.2.1.21","9","whose contents are both contributed to and utilized by any"
"1.2.1.21","10","current work in a flexible manner--which in turn enables you to"
"1.2.1.21","11","devise and use even-more complex procedures to better harness"
"1.2.1.21","12","your talents in your particular working situation."
"1.2.1.22","1","The important thing to appreciate here is that a direct new"
"1.2.1.22","2","innovation in one particular capability can have far-reaching"
"1.2.1.22","3","effects throughout the rest of your capability hierarchy. A"
"1.2.1.22","4","change can propagate up through the capability hierarchy;"
