"Index","Line Number","Text"
"1.2.3.7.2","1","7b. Indirect Linking: A very powerful extension to the relative"
"1.2.3.7.2","2","addressing is a convention which directs the HyperScope to go to"
"1.2.3.7.2","3","a specific location and then follow the link at that position --"
"1.2.3.7.2","4","and perhaps at the link's destination to do further relative"
"1.2.3.7.2","5","positioning and &quot;link following.&quot;  This indirect"
"1.2.3.7.2","6","linking provides very powerful functionality when users learn to"
"1.2.3.7.2","7","harness it."
"1.2.3.7.3","1","7c. Implicit Linking: Example -- every word is implicitly linked"
"1.2.3.7.3","2","to its definition in a dictionary; every special term is"
"1.2.3.7.3","3","implicitly linked to its definition in that discipline's"
"1.2.3.7.3","4","glossary; every instance of an object's name in a source-code"
"1.2.3.7.3","5","file is implicitly linked to its imlementation code; ...; every"
"1.2.3.7.3","6","pronoun is implicitly linked to its antecedent.  Special"
"1.2.3.7.3","7","&quot;jump&quot; commands can be provided which can operate as"
"1.2.3.7.3","8","though the term in question is explicitly linked to the"
"1.2.3.7.3","9","&quot;implicitly linked&quot; object.  (Jump to Definition, ...)"
"1.2.3.8","1","8. Same file in multiple windows -- no real limit there --"
"1.2.3.8","2","simultaneously allowing different positioning and differnet"
"1.2.3.8","3","viewing portrayals of a given file."
"1.2.3.8.1","1","Later, when editing of the Intermediary File will be offered,"
"1.2.3.8.1","2","any legal edit operation executed in one window is reflected"
"1.2.3.8.1","3","accurately and immediately in all other of that file's portrayal"
"1.2.3.8.1","4","windows."
"1.2.3.8.2","1","This flexibility in utilizing multiple windows has surprising"
"1.2.3.8.2","2","value when users learn to make effective use of it."
"1.2.3.9","1","9. Non-Link Jumps; Options offered via simple selection means --"
"1.2.3.9","2","E.g.:"
"1.2.3.9.1","1","A click in a given paragraph, not on an embedded link, would"
"1.2.3.9.1","2","hoist that paragraph to the top of the window."
"1.2.3.9.2","1","Click-select a given paragraph, then Jump Next, Last, First,"
"1.2.3.9.2","2","Origin, ..."
"1.2.3.10","1","10. Double-click Jumps offer surprisingly flexible options:"
"1.2.3.10.1","1","First click indicates what jump is desired; second click can be"
"1.2.3.10.1","2","in any other window, indicating where the jump-result view is to"
"1.2.3.10.1","3","be portrayed. Whatever viewing spec already established in the"
"1.2.3.10.1","4","target window will also prevail when the jumped-to file/location"
"1.2.3.10.1","5","is portrayed there."
"1.2.3.10.2","1","Also, in the interval between window clicks, icon or menu"
"1.2.3.10.2","2","clicks, or character input, can indicate the new viewing spec if"
"1.2.3.10.2","3","the user desires something different from what is currently set"
"1.2.3.10.2","4","for the target window."
"1.2.3.10.3","1","For instance:  Window 1 could be relatively narrow, with view"
"1.2.3.10.3","2","spec set for small font and only first line of each paragraph"
"1.2.3.10.3","3","portrayed; Window 2 wider, with larger, more-readable font and"
"1.2.3.10.3","4","full-paragraph portrayal."
"1.2.3.11","1","We assume that the above capabilities would be useful to almost"
"1.2.3.11","2","any collaborative community, essentially as soon as adequate"
"1.2.3.11","3","HyperScope-application support services could be provided."
"1.2.3.11","4","(NOTE that a qualified SRI group is explicitly set now to"
"1.2.3.11","5","establish and operate such servics.  Optional whether"
"1.2.3.11","6","arrangements for this are pre-established at outset of the"
"1.2.3.11","7","&quot;OHS-dev Project&quot;, or later when support of a"
"1.2.3.11","8","particular community choose to become involved.  In any event,"
"1.2.3.11","9","suitable lead time needs be allowed.)"
"1.3","1","Phase-2: Maturing/Evolving the Hyperscope into full-feature OHS:"
"1.3.1","1","Evolution of the Intermediary File format will be given careful"
"1.3.1","2","attention since it is destined to become the format for the full"
"1.3.1","3","Open Hyperdocument System (which will continue its evolution)."
"1.3.2","1","An OHS &quot;User Interface System&quot; (UIS) will be developed"
"1.3.2","2","to provide a basic range of functions for moving, viewing and"
"1.3.2","3","editing."
"1.3.3","1","Provision for archiving, version control, etc. will be developed"
"1.3.3","2","so that it becomes possible to develop and maintain an evolving"
"1.3.3","3","knowledge base soley within an OHS environment -- with"
"1.3.3","4","integrated flexibility and power accumulated from the best that"
"1.3.3","5","was accomplished via HyperScope usage among the legacy files."
"1.3.4","1","Now the VERY important feature of this approach to OHS"
"1.3.4","2","development comes into play: task by task, or person by person,"
"1.3.4","3","in almost any order and rate, users can start to keep their"
"1.3.4","4","files entirely within the OHS environment.  All the working"
"1.3.4","5","material is still interlinkable, whether in OHS or legacy files."
"1.3.5","1","And the critical community-development processes will become"
"1.3.5","2","VERY important here -- to start the active &quot;co-"
"1.3.5","3","evolution&quot; of the &quot;Human System&quot; and the OHS"
"1.3.5","4","&quot;Tool System&quot; (as discussed at length in the"
"1.3.5","5","&quot;Bootstrap Publications&quot;)."
"1.3.6","1","For the scale of utilization that will be necessary, in number"
"1.3.6","2","of inter-operating groups, in the diversity of inter-operable"
"1.3.6","3","knowledge domains, and in the continuing changes in tools and"
"1.3.6","4","skills, processes, etc. -- it will be absolutely critical that"
"1.3.6.1","1","(a) the Tool System be as open to continuing evolution as can be"
"1.3.6.1","2","managed, and"
"1.3.6.2","1","(b) the application communities be specifically organized to"
"1.3.6.2","2","participate pro-actively in the Human-Tool co-evolution."
"1.3.7","1","It is sincerely hoped that organizations investing in the"
"1.3.7","2","Stage-1 HyperScope development and use will do so with clear"
"1.3.7","3","intent to be simultaneously readying their targeted application"
"1.3.7","4","communities for becoming pro-active, &quot;evolutionary"
"1.3.7","5","participants.&quot;"
"1.4","1","Phase-3: Special Evolutionary Provision: Multi-class UIS"
"1.4","2","Architecture and High-Performance Teams."
"1.4.1","1","The OHS Interface Architecture will be set up explicitly to"
"1.4.1","2","provide for multiple UIS options, with a common, full-feature"
"1.4.1","3","Application Program Interface (API).  To support extensive"
"1.4.1","4","capability evolution, it will be necesary to provide for a range"
"1.4.1","5","of UIS options, varying in complexity, potential competency"
"1.4.1","6","level, difficulty to learn, types of interface devices and"
"1.4.1","7","modalities, etc."
"1.4.1.1","1","Being able effectively to support web-connected mobile phones is"
"1.4.1.1","2","one example."
"1.4.2","1","But a VERY IMPORTANT purpose here is to enable individuals, or"
"1.4.2","2","special-role support teams, to experiment with interface"
"1.4.2","3","equipment, functionality, and control options, together with"
"1.4.2","4","optional special attributes of the standard Intermediary File,"
"1.4.2","5","to pursue especially high performance at important parts of"
"1.4.2","6","their knowledge processes."
"1.4.3","1","Having this kind of exploration in any event will be necessary."
"1.4.3","2","Doing it with special extensions to the widely used OHS will be"
"1.4.3","3","very important in enabling feasible migration of these tools and"
"1.4.3","4","skills out into the rest of the communities.  Moreover, doing"
"1.4.3","5","this exploratory high-performance activity over the SAME WORKING"
"1.4.3","6","domains amplifies that benefit immensely; motivated individuals"
"1.4.3","7","can optionally acquire special interface equipment, take some"
"1.4.3","8","special training, and move up to a &quot;new class of user"
"1.4.3","9","proficiency&quot; (e.g. becoming a certified Class-4B Knowledge"
"1.4.3","10","Integrator)."
"1.4.4","1","There are support roles anticipated in developing and"
"1.4.4","2","maintaining a community's Dynamic Knowledge Repository (DKR)"
"1.4.4","3","which could very well be taken on by specially trained High-"
"1.4.4","4","Performance Support Teams.  Such a team could for instance be"
"1.4.4","5","fielded in a university (as a research project into High-"
"1.4.4","6","Performance Collective Knowledge Work), and take on the"
"1.4.4","7","&quot;Knowledge Integrator&quot; role for a professional"
"1.4.4","8","society's DKR.  And competetive exercises could be conducted"
"1.4.4","9","among teams from different universities -- or companies, or"
"1.4.4","10","agencies, or countries -- as part of an explicit processes to"
"1.4.4","11","facilitate improvement in &quot;Collective IQ.&quot;"
"1.5","1","** Mailer Envelope: <a href=&quot;#:ctzg&quot;>&lt;:ctzg&gt;</a>"
"1.5.1","1","BI-DCE-5Q9X6 23-Oct-2000 Rough-Draft, Describing OHS Project,"
"1.5.1","2","Phases 1, 2, 3."
"1.5.1.1","1","From: DCE.BI; Doug Engelbart - Bootstrap Institute"
"1.5.1.2","1","To: buetowk@pop.nci.nih.gov, carol_dahl@nih.gov,"
"1.5.1.2","2","robert_strausberg@nih.gov, lincoln@csl.sri.com"
"1.5.1.3","1","Cc: mark@codesourcery.com, {Eugene Kim <a href=&quot;#eekim@eeki"
"1.5.1.3","2","m.com&quot;>&lt;eekim@eekim.com&gt;</a>}DDN"
"1.5.1.4","1","Identifier: BI-DCE-5Q9X6"
"1.5.1.5","1","Length: 3 page(s)[estimate]"
"1.5.1.6","1","Posted: 23-Oct-2000 04:09-PDT  Received: 23-Oct-2000 04:09-PDT"
"1.5.1.7","1","Message:"
"1.5.1.8","1","Note: Prepping for phone discussion tomorrow with Ken Buetow,"
"1.5.1.8","2","Carol Dahl and Robert Strausberg.  Some talking points."
"1.5.1.8.1","1","For one thing, I'd like to learn how well our proposed"
"1.5.1.8.1","2","&quot;vector&quot; lines up with the &quot;perceived need"
"1.5.1.8.1","3","vector&quot; that KD, CD and RS see in their part of NIH."
"1.5.1.8.1","4","(I.e., dot product = ??)."
"1.5.1.8.2","1","And for their benefit: Pat Lincoln is Director of SRI's Computer"
"1.5.1.8.2","2","Science Lab, and will be the &quot;issuer&quot; of any proposal"
"1.5.1.8.2","3","and the focal point for any funding and contract responsibility."
"1.5.1.8.2","4","Mark Mitchell, with extensive experience in heavy software"
"1.5.1.8.2","5","development (and in particular, with some solid &quot;open-"
"1.5.1.8.2","6","source project&quot; experience) is slated to be the design and"
"1.5.1.8.2","7","development manager.  Eugene Kim will play an important role in"
"1.5.1.8.2","8","coordinating communications among us."
"1.5.1.9","1","******* ------- ####### ------- *******"
"1.5.1.10","1","INCLUDE GROUP <1> <a href=&quot;#.tp&quot;>&lt;.tp&gt;</a>"
"1.5.1.11","1","******* ------- ####### ------- *******"
