"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated","level","Match_Count","Line Number","Text"
"1.5","","","","","","","1","At this point in your AUGMENT education, you should now know the"
"1.5","","","","","","","2","following:"
"1.6","6","07","ROSE","Tue 6 Jan 1981 00:14:33 GMT+00:00","2","8","",""
"1.6","","","","","","","1","Almost all commands are two words long.  The first word is"
"1.6","","","","","","","2","generally a verb, which tells the computer what to do, and the"
"1.6","","","","","","","3","second is a noun, indicating what to do it to.  Typical verbs"
"1.6","","","","","","","4","that we have encountered are:  &quot;Delete&quot;,"
"1.6","","","","","","","5","&quot;Insert&quot;, &quot;Move&quot;, &quot;Replace&quot;, and"
"1.6","","","","","","","6","&quot;Set&quot;.  Typical nouns are:  &quot;Character&quot;,"
"1.6","","","","","","","7","&quot;Word&quot;, &quot;Text&quot;, &quot;Statement&quot;, and"
"1.6","","","","","","","8","so on."
"1.7","7","0108","ROSE","Mon 5 Jan 1981 07:48:58 GMT+00:00","2","10","",""
"1.7","","","","","","","1","After specifying a command such as &quot;Delete Word&quot;, you"
"1.7","","","","","","","2","will need to indicate to AUGMENT which word should be deleted."
"1.7","","","","","","","3","This is generally done by &quot;marking&quot; the desired word"
"1.7","","","","","","","4","using the mouse.  Do this by positioning the cursor anywhere"
"1.7","","","","","","","5","under the word to be deleted and pressing <OK>.  Remember that"
"1.7","","","","","","","6","the right button on the mouse is the same as the <OK> key on"
"1.7","","","","","","","7","your terminal.  The character you marked (hopefully in the word"
"1.7","","","","","","","8","to be deleted) will be highlighted.  A final <OK> (coming either"
"1.7","","","","","","","9","from the keyboard or from the mouse) is required to complete the"
"1.7","","","","","","","10","command."
"1.8","8","09","ROSE","Mon 5 Jan 1981 07:51:28 GMT+00:00","2","13","",""
"1.8","","","","","","","1","Remember also that you can gain a lot of information by watching"
"1.8","","","","","","","2","the prompts in the window at the top of your screen.  They give"
"1.8","","","","","","","3","you some idea of what the computer is expecting next."
"1.8","","","","","","","4","&quot;C&quot; stands for &quot;command word&quot;, &quot;M&quot;"
"1.8","","","","","","","5","stands for &quot;mark&quot;, &quot;T&quot; stands for"
"1.8","","","","","","","6","&quot;type&quot;, and &quot;OK&quot; stands for the <OK>"
"1.8","","","","","","","7","character on your keyboard or on the mouse.  Remember that, in"
"1.8","","","","","","","8","general, the backspace key will undo exactly one keystroke"
"1.8","","","","","","","9","(whether a command word, a mark, or a character you type).  The"
"1.8","","","","","","","10","&quot;CMD DELETE&quot; key can be used to cancel an entire"
"1.8","","","","","","","11","command, so that you can start over again.  As a shortcut, the"
"1.8","","","","","","","12","left mouse button is a backspace, and the middle button is the"
"1.8","","","","","","","13","same as the command delete key."
"1.9","9","010","DRH","Tue 18 Aug 1981 05:27:40 GMT+00:00","2","14","",""
"1.9","","","","","","","1","There was one other thing covered previously, and that was the"
"1.9","","","","","","","2","use of viewspec &quot;y&quot; to put blank lines between"
"1.9","","","","","","","3","statements (so that it was easy to see where one statement ended"
"1.9","","","","","","","4","and the next one began).  The command to change viewspecs was"
"1.9","","","","","","","5","Set Viewspecs, but typing an &quot;s&quot; gave us"
"1.9","","","","","","","6","&quot;Sort&quot; rather than &quot;Set&quot;.  Any time there is"
"1.9","","","","","","","7","a conflict of first letters like this, you need to type a space"
"1.9","","","","","","","8","before the first letter and then start typing the letters of the"
"1.9","","","","","","","9","command word until AUGMENT recognizes it.  In the case of"
"1.9","","","","","","","10","&quot;Set Viewspecs&quot;, you need to type &quot;<SP>se&quot;"
"1.9","","","","","","","11","to get &quot;Set&quot;, and a single &quot;v&quot; for"
"1.9","","","","","","","12","&quot;Viewspecs&quot;.  Remember that viewspec &quot;y&quot;"
"1.9","","","","","","","13","turns on the blank lines, and that viewspec &quot;z&quot; turns"
"1.9","","","","","","","14","off viewspec &quot;y&quot;."
"1.10","10","011","ROSE","Mon 5 Jan 1981 07:51:54 GMT+00:00","2","6","",""
"1.10","","","","","","","1","If you haven't used the system for a while, it might be a good"
"1.10","","","","","","","2","idea now to practice a little with these commands on the"
"1.10","","","","","","","3","following statement.  Don't use the &quot;Delete Statement&quot;"
"1.10","","","","","","","4","command until the very end, though.  You may also want to try"
"1.10","","","","","","","5","setting the viewspecs to &quot;y&quot; before you start, and"
"1.10","","","","","","","6","back to &quot;z&quot; when you are done."
"1.11","11","012","THOM","Wed 12 Dec 1979 00:41:45 GMT+00:00","2","3","",""
"1.11","","","","","","","1","Fore skoree and 7 yrs years ago**our fatherz bought 4th upon the"
"1.11","","","","","","","2","connit a nation new onceived in liberty, and dedicated to the"
"1.11","","","","","","","3","proposition that all are equal."
"1.12","12","013","THOM","Fri 14 Dec 1979 02:38:37 GMT+00:00","2","1","",""
"1.12","","","","","","","1","OK.  The review is over.  It is now time for some new material."
"1.13","13","014","DRH","Tue 18 Aug 1981 05:28:06 GMT+00:00","2","15","",""
"1.13","","","","","","","1","Probably the most important thing to learn is a more efficient"
"1.13","","","","","","","2","way to get around in your file.  So far, we know of only two"
"1.13","","","","","","","3","ways -- Jump (to) MARK, and Jump (to) Origin.  It turns out that"
"1.13","","","","","","","4","each statement in your file has a statement number associated"
"1.13","","","","","","","5","with it, and you can see those numbers or not, depending on what"
"1.13","","","","","","","6","you want.  Like the blank lines between statements, the numbers"
"1.13","","","","","","","7","are turned on and off with a viewspec.  Viewspec &quot;m&quot;"
"1.13","","","","","","","8","turns on the numbers, and viewspec &quot;n&quot; turns them off."
"1.13","","","","","","","9","Go ahead and use the &quot;Set Viewspecs&quot; command to turn"
"1.13","","","","","","","10","on the numbers.  (Remember to type the space before the"
"1.13","","","","","","","11","&quot;se&quot;, or you will get &quot;Sort&quot;, which we have"
"1.13","","","","","","","12","not yet discussed.)  The whole command will be"
"1.13","","","","","","","13","&quot;<SP>sevm<OK>&quot;.  As soon as you press the final <OK>,"
"1.13","","","","","","","14","the screen will be redrawn with the statement numbers on, and"
"1.13","","","","","","","15","each statement will be preceded by its number."
"1.14","14","015","THOM","Fri 14 Dec 1979 02:56:40 GMT+00:00","2","3","",""
"1.14","","","","","","","1","I can't tell you what the number of this statement is because I"
"1.14","","","","","","","2","don't know whether you deleted the exercise statement or not."
"1.14","","","","","","","3","This statement's number is probably either 13 or 14."
"1.15","15","016","THOM","Wed 12 Dec 1979 00:44:25 GMT+00:00","2","2","",""
"1.15","","","","","","","1","Try deleting this statement with the numbers on, and watch the"
"1.15","","","","","","","2","numbers change."
"1.16","16","017","ROSE","Tue 6 Jan 1981 00:16:06 GMT+00:00","2","4","",""
"1.16","","","","","","","1","The numbers of the statements preceding the deleted one do not"
"1.16","","","","","","","2","change -- statement number 12 is still the twelfth statement"
"1.16","","","","","","","3","after the origin -- but the numbers of statements following the"
"1.16","","","","","","","4","deleted statement will change."
"1.17","17","018","ROSE","Mon 5 Jan 1981 07:53:04 GMT+00:00","2","5","",""
"1.17","","","","","","","1","Statement numbers will give us a good way to get around in a"
"1.17","","","","","","","2","file.  The command we use will be another Jump command, but this"
"1.17","","","","","","","3","time instead of typing &quot;o&quot; for &quot;Origin&quot; or"
"1.17","","","","","","","4","marking the desired statement, we will give the name of another"
"1.17","","","","","","","5","object (noun) to jump to."
"1.18","18","019","ROSE","Tue 6 Jan 1981 00:16:29 GMT+00:00","2","9","",""
"1.18","","","","","","","1","OK.  Let's try it.  Turn your statement numbers on if they"
"1.18","","","","","","","2","aren't already, and note the number of the current statement (so"
"1.18","","","","","","","3","that you can come back).  Then type the command &quot;Jump (to)"
"1.18","","","","","","","4","Link&quot; (by typing &quot;jl&quot;), followed by the number of"
"1.18","","","","","","","5","the statement you want to jump to (say 2, in this case).  You"
"1.18","","","","","","","6","will get back the same way -- Jump (to) Link, followed by the"
"1.18","","","","","","","7","number of the statement you are reading now.  The command is"
"1.18","","","","","","","8","completed by typing the final <OK>.  Do this now, and then"
"1.18","","","","","","","9","return here."
"1.19","19","020","ROSE","Mon 5 Jan 1981 07:53:24 GMT+00:00","2","3","",""
"1.19","","","","","","","1","Go ahead and try jumping around a little, but come back here."
"1.19","","","","","","","2","Try some illegal jumps (for example, to statement 1000000) and"
"1.19","","","","","","","3","see what happens."
"1.20","20","021","ROSE","Mon 5 Jan 1981 07:53:35 GMT+00:00","2","11","",""
"1.20","","","","","","","1","<a href=&quot;(Some advanced people may already be worried about"
"1.20","","","","","","","2","the fact that statement numbers may change.  Later, we will"
"1.20","","","","","","","3","discover that each statement actually has two numbers, one"
"1.20","","","","","","","4","changing dynamically and indicating the actual position in the"
"1.20","","","","","","","5","file, and one permanent number that can always be used.  More"
"1.20","","","","","","","6","about this later.)&quot;>(Some advanced people may already be"
"1.20","","","","","","","7","worried about the fact that statement numbers may change."
"1.20","","","","","","","8","Later, we will discover that each statement actually has two"
"1.20","","","","","","","9","numbers, one changing dynamically and indicating the actual"
"1.20","","","","","","","10","position in the file, and one permanent number that can always"
"1.20","","","","","","","11","be used.  More about this later.)</a>"
"1.21","21","022","ROSE","Tue 6 Jan 1981 00:16:47 GMT+00:00","2","6","",""
"1.21","","","","","","","1","The word &quot;Link&quot; probably seems a little strange to"
"1.21","","","","","","","2","you.  You may wonder &quot;Why not call it Number, or"
"1.21","","","","","","","3","Address?&quot;  It turns out that a link is much more than this,"
"1.21","","","","","","","4","and as you proceed, you will find more and more things that it"
"1.21","","","","","","","5","can be.  For now, simply consider it to be the number of the"
"1.21","","","","","","","6","statement in a file."
"1.22","22","023","ROSE","Tue 6 Jan 1981 00:16:54 GMT+00:00","2","10","",""
"1.22","","","","","","","1","The Jump command is perhaps the most useful and powerful command"
"1.22","","","","","","","2","in AUGMENT.  We will now look at some of its other features."
"1.22","","","","","","","3","Most of the Jump commands display the prompt &quot;V:&quot; at"
"1.22","","","","","","","4","the end (Jump (to) Link is one of the few exceptions).  Up to"
"1.22","","","","","","","5","now, we have simply typed <OK>, and the command has completed"
"1.22","","","","","","","6","normally.  In fact, the &quot;V:&quot; stands for"
"1.22","","","","","","","7","&quot;viewspecs&quot;, and whenever it appears, you can type"
"1.22","","","","","","","8","viewspecs that will take effect when the jump is completed."
"1.22","","","","","","","9","When you jump to a new place in a file, it is likely that you"
"1.22","","","","","","","10","will want to see it with a different &quot;view&quot;."
"1.23","23","024","ROSE","Mon 5 Jan 1981 07:54:04 GMT+00:00","2","3","",""
"1.23","","","","","","","1","Before you try experimenting with this feature, read the next"
"1.23","","","","","","","2","few paragraphs to learn how to get out of trouble in case you"
"1.23","","","","","","","3","happen to get into it."
"1.24","24","025","ROSE","Tue 6 Jan 1981 00:17:11 GMT+00:00","2","12","",""
"1.24","","","","","","","1","Most letters are valid viewspecs, but now we only know four --"
"1.24","","","","","","","2","&quot;y&quot;, &quot;z&quot;, &quot;m&quot;, and &quot;n&quot;."
"1.24","","","","","","","3","Some of the other viewspecs can cause rather bizarre changes to"
"1.24","","","","","","","4","your view of the file, but there is a new command, &quot;Reset"
"1.24","","","","","","","5","Viewspecs&quot;, which will put them all back to what they were"
"1.24","","","","","","","6","when you started.  Typing &quot;r&quot; gives the command"
"1.24","","","","","","","7","&quot;Replace&quot;, which you don't want, so as with"
"1.24","","","","","","","8","&quot;Set&quot;, you must begin that command by typing a space."
"1.24","","","","","","","9","You will then need to type &quot;res&quot; for the computer to"
"1.24","","","","","","","10","recognize the verb as &quot;Reset&quot;.  Then type"
"1.24","","","","","","","11","&quot;v&quot;, followed by <OK>, and you will be back to your"
"1.24","","","","","","","12","original set of viewspecs."
"1.25","25","026","ROSE","Wed 7 Jan 1981 07:22:07 GMT+00:00","2","20","",""
"1.25","","","","","","","1","Let's try out some Jump commands making use of the"
"1.25","","","","","","","2","&quot;V:&quot; prompt.  Again, note the statement number where"
"1.25","","","","","","","3","you are, so that you can get back here (set viewspec"
"1.25","","","","","","","4","&quot;m&quot; to turn on the numbers if they are off).  Then"
"1.25","","","","","","","5","perform a few experiments of the following type:  Do either Jump"
"1.25","","","","","","","6","(to) MARK or Jump (to) Origin, but instead of immediately giving"
"1.25","","","","","","","7","the final <OK> when the &quot;V:&quot; prompt appears, type one"
"1.25","","","","","","","8","or more viewspecs, and note that your view will change when the"
"1.25","","","","","","","9","jump is completed.  So far the only viewspecs we know about are"
"1.25","","","","","","","10","&quot;y&quot; (blank lines on), &quot;z&quot; (blank lines off),"
"1.25","","","","","","","11","&quot;m&quot; (numbers on), and &quot;n&quot; (numbers off)."
"1.25","","","","","","","12","There are many other viewspecs, and you are welcome to fool"
"1.25","","","","","","","13","around with them, but remember the Reset Viewspecs command, and"
"1.25","","","","","","","14","the Jump (to) Link command to get back here.  (For the truly"
"1.25","","","","","","","15","adventuresome, there is a way to specify viewspecs in a Jump"
"1.25","","","","","","","16","(to) Link command.  After you type the number of the statement"
"1.25","","","","","","","17","to which you wish to jump, follow it with a colon and then the"
"1.25","","","","","","","18","desired viewspecs before typing <OK>.  For example, to get to"
"1.25","","","","","","","19","statement 3 with numbers on and blank lines between statements,"
"1.25","","","","","","","20","type &quot;jl3:my<OK>&quot;.)"
"1.26","26","027","ROSE","Tue 6 Jan 1981 00:02:23 GMT+00:00","2","5","",""
"1.26","","","","","","","1","Now that you know how to move around in a file, you will learn"
"1.26","","","","","","","2","how to move to other files.  The only other file that we know"
"1.26","","","","","","","3","about so far is the first one in this series, called TUTOR."
"1.26","","","","","","","4","Read the next statement entirely (so that you'll know how to get"
"1.26","","","","","","","5","back), and then try the exercises."
"1.27","27","028","RVR","Thu 18 Oct 1984 06:19:39 GMT+00:00","2","15","",""
"1.27","","","","","","","1","Jumping to different files is accomplished by using the Jump"
"1.27","","","","","","","2","(to) File (named) command.  You can also use the Jump (to) Link"
"1.27","","","","","","","3","command.  Instead of typing a statement number, simply type the"
"1.27","","","","","","","4","file name followed by a comma and then the final <OK>.  You may,"
"1.27","","","","","","","5","if you wish, follow the comma with a statement number, and you"
"1.27","","","","","","","6","will be taken to that statement number in that file.  To get to"
"1.27","","","","","","","7","statement number 5 in the TUTOR file, for example, type"
"1.27","","","","","","","8","&quot;jl&quot; (for Jump (to) Link), followed by"
"1.27","","","","","","","9","&quot;tutor,5<OK>&quot;.  To get to statement number 17 in this"
"1.27","","","","","","","10","file, type &quot;jltutor2,17<OK>&quot;.  Note the number of the"
"1.27","","","","","","","11","statement you are reading now, jump to somewhere in the TUTOR"
"1.27","","","","","","","12","file, and then come back here.  (Again, for experts, you may"
"1.27","","","","","","","13","change the viewspecs as you go.  Jump (to) Link tutor,3:yn<OK>"
"1.27","","","","","","","14","would put you at statement number 3 in the TUTOR file with blank"
"1.27","","","","","","","15","lines on and statement numbers off.)"
"1.28","28","029","THOM","Thu 13 Dec 1979 00:40:35 GMT+00:00","2","1","",""
"1.28","","","","","","","1","STRUCTURE"
"1.28.1","28a","030","ROSE","Tue 6 Jan 1981 00:03:10 GMT+00:00","3","6","",""
"1.28.1","","","","","","","1","We will now start on another topic which will be extremely"
"1.28.1","","","","","","","2","useful and important.  It is already illustrated by this"
"1.28.1","","","","","","","3","statement.  Note that it is indented, and if you have the"
"1.28.1","","","","","","","4","statements numbers on, you will notice that it is not a number,"
"1.28.1","","","","","","","5","but rather a number followed by the letter &quot;A&quot;"
"1.28.1","","","","","","","6","(probably 27A or 28A)."
"1.28.2","28b","031","ROSE","Wed 7 Jan 1981 07:22:55 GMT+00:00","3","11","",""
"1.28.2","","","","","","","1","The idea of arranging material in the form of a structured file"
"1.28.2","","","","","","","2","is similar to the outlines you used to write in elementary"
"1.28.2","","","","","","","3","school.  The indentation indicates subordination.  Statements"
"1.28.2","","","","","","","4","underneath another generally have something to do with the"
"1.28.2","","","","","","","5","statement above.  Books, for example, may have many chapters,"
"1.28.2","","","","","","","6","and each chapter will have its own sections.  Each section may"
"1.28.2","","","","","","","7","have subsections, and so on.  Sections in chapter 2 generally"
"1.28.2","","","","","","","8","are all related to the title of chapter 2 more than to chapter"
"1.28.2","","","","","","","9","3, and so on.  The following example may help to illustrate"
"1.28.2","","","","","","","10","this.  Use the Jump command, and mark &quot;NORTH AMERICA&quot;"
"1.28.2","","","","","","","11","below (use viewspec &quot;z&quot;):"
"1.28.2.1","28b1","032","THOM","Thu 13 Dec 1979 00:49:29 GMT+00:00","4","1","",""
"1.28.2.1","","","","","","","1","NORTH AMERICA"
"1.28.2.1.1","28b1a","033","THOM","Thu 13 Dec 1979 00:44:17 GMT+00:00","5","1","",""
"1.28.2.1.1","","","","","","","1","CANADA"
"1.28.2.1.1.1","28b1a1","034","ROSE","Tue 6 Jan 1981 00:03:33 GMT+00:00","6","1","",""
"1.28.2.1.1.1","","","","","","","1","QUEBEC (PROVINCE)"
"1.28.2.1.1.1.1","28b1a1a","035","THOM","Thu 13 Dec 1979 00:44:36 GMT+00:00","7","1","",""
"1.28.2.1.1.1.1","","","","","","","1","QUEBEC (CITY)"
"1.28.2.1.2","28b1b","036","THOM","Thu 13 Dec 1979 00:43:51 GMT+00:00","5","1","",""
"1.28.2.1.2","","","","","","","1","UNITED STATES"
"1.28.2.1.2.1","28b1b1","037","THOM","Thu 13 Dec 1979 00:45:25 GMT+00:00","6","1","",""
"1.28.2.1.2.1","","","","","","","1","CALIFORNIA"
"1.28.2.1.2.1.1","28b1b1a","038","THOM","Thu 13 Dec 1979 00:45:27 GMT+00:00","7","1","",""
"1.28.2.1.2.1.1","","","","","","","1","CUPERTINO"
"1.28.2.1.2.1.2","28b1b1b","039","THOM","Thu 13 Dec 1979 00:45:31 GMT+00:00","7","1","",""
"1.28.2.1.2.1.2","","","","","","","1","LOS ANGELES"
"1.28.2.1.2.1.3","28b1b1c","040","THOM","Thu 13 Dec 1979 00:45:33 GMT+00:00","7","1","",""
"1.28.2.1.2.1.3","","","","","","","1","SAN FRANCISCO"
"1.28.2.1.2.2","28b1b2","041","THOM","Thu 13 Dec 1979 00:44:01 GMT+00:00","6","1","",""
"1.28.2.1.2.2","","","","","","","1","MISSISSIPPI"
"1.28.2.1.2.3","28b1b3","042","THOM","Thu 13 Dec 1979 00:43:56 GMT+00:00","6","1","",""
"1.28.2.1.2.3","","","","","","","1","OHIO"
"1.28.2.1.2.3.1","28b1b3a","043","THOM","Thu 13 Dec 1979 00:43:57 GMT+00:00","7","1","",""
"1.28.2.1.2.3.1","","","","","","","1","CLEVELAND"
"1.28.3","28c","044","ROSE","Tue 6 Jan 1981 00:03:40 GMT+00:00","3","4","",""
"1.28.3","","","","","","","1","NORTH AMERICA is a main heading, and has subtopics which are all"
"1.28.3","","","","","","","2","countries.  Under each country are main subdivisions --"
"1.28.3","","","","","","","3","provinces in the case of Canada, and states in the case of the"
"1.28.3","","","","","","","4","United States.  The pattern continues in the obvious way."
"1.28.4","28d","045","ROSE","Tue 6 Jan 1981 00:19:02 GMT+00:00","3","9","",""
"1.28.4","","","","","","","1","Study the numbering of the statements as well.  (If the"
"1.28.4","","","","","","","2","numbering is off, turn it on with viewspec &quot;m&quot;.)  It"
"1.28.4","","","","","","","3","is a little more cumbersome than the numbering you used to use"
"1.28.4","","","","","","","4","in outlines in elementary school, but each number tells you"
"1.28.4","","","","","","","5","exactly where you are in the file.  These numbers can be used in"
"1.28.4","","","","","","","6","the Jump (to) Link command in exactly the same way as the"
"1.28.4","","","","","","","7","original numbers you have been using.  If a file has a statement"
"1.28.4","","","","","","","8","numbered 1A (this one doesn't), then Jump (to) Link 1a<OK> will"
"1.28.4","","","","","","","9","take you there."
"1.28.5","28e","047","ROSE","Wed 7 Jan 1981 07:23:51 GMT+00:00","3","14","",""
"1.28.5","","","","","","","1","A typical use for structuring might be the following.  Suppose"
"1.28.5","","","","","","","2","that you wish to compose a document from scratch.  You might"
"1.28.5","","","","","","","3","first type in the main topics, then go through and fill in"
"1.28.5","","","","","","","4","subtopics under the main topics, and finally fill in the"
"1.28.5","","","","","","","5","paragraphs containing the actual material.  In this way, the"
"1.28.5","","","","","","","6","document you produced would be guaranteed to be well organized."
"1.28.5","","","","","","","7","On the other hand, if you are trying to read a structured"
"1.28.5","","","","","","","8","document produced by someone else, it will be possible to view"
"1.28.5","","","","","","","9","an outline consisting of only the highest level statements"
"1.28.5","","","","","","","10","(using a new viewspec).  When you read through this outline and"
"1.28.5","","","","","","","11","find the topic you are most interested in, you can jump to it"
"1.28.5","","","","","","","12","and display everything down to two levels.  In this way, you can"
"1.28.5","","","","","","","13","see all the subtopics.  This scheme can be continued until you"
"1.28.5","","","","","","","14","arrive at the text you are really interested in reading."
"1.28.6","28f","048","ROSE","Tue 6 Jan 1981 00:04:29 GMT+00:00","3","3","",""
"1.28.6","","","","","","","1","Let us try this on the next portion of the file, which is simply"
"1.28.6","","","","","","","2","a copy of the statements naming places in North America that you"
"1.28.6","","","","","","","3","saw earlier."
"1.29","29","061","ROSE","Wed 7 Jan 1981 07:23:59 GMT+00:00","2","21","",""
"1.29","","","","","","","1","The viewspecs that you will be interested in are the following:"
"1.29","","","","","","","2","&quot;a&quot; means show one level less, &quot;b&quot; means"
"1.29","","","","","","","3","show one level more, &quot;c&quot; means show all levels, and"
"1.29","","","","","","","4","&quot;d&quot; means show only one level.  Jot these down for"
"1.29","","","","","","","5","future reference.  When you begin, you see all levels.  In the"
"1.29","","","","","","","6","upper right corner of your screen is a set of letters that"
"1.29","","","","","","","7","indicate a few of the viewspecs in force.  Viewspecs like"
"1.29","","","","","","","8","&quot;y&quot; and &quot;m&quot; are not mentioned, because you"
"1.29","","","","","","","9","can see for yourself whether blank lines or statement numbers"
"1.29","","","","","","","10","are on or off.  The two ALL's you see indicate numbers of lines"
"1.29","","","","","","","11","and levels visible.  The one on the left is the number of"
"1.29","","","","","","","12","levels, and you are currently viewing all of them.  When you"
"1.29","","","","","","","13","finish reading this paragraph, jump to NORTH AMERICA, below, and"
"1.29","","","","","","","14","set viewspec &quot;d&quot;.  Notice that the viewspec window in"
"1.29","","","","","","","15","the upper right corner of the screen indicates that only the"
"1.29","","","","","","","16","first-level statements are visible.  Then use the Set Viewspecs"
"1.29","","","","","","","17","command a few times, and set &quot;b&quot; (for one more level)"
"1.29","","","","","","","18","each time.  Notice that your view changes, and the number of"
"1.29","","","","","","","19","visible levels indicated in the viewspec window changes to match"
"1.29","","","","","","","20","it.  When you are done, set viewspec &quot;c&quot; (or Reset"
"1.29","","","","","","","21","Viewspecs).  Go ahead and do this now."
"1.30","30","049","THOM","Thu 13 Dec 1979 00:49:29 GMT+00:00","2","1","",""
"1.30","","","","","","","1","NORTH AMERICA"
"1.30.1","30a","050","THOM","Thu 13 Dec 1979 00:44:17 GMT+00:00","3","1","",""
"1.30.1","","","","","","","1","CANADA"
"1.30.1.1","30a1","051","ROSE","Tue 6 Jan 1981 00:20:25 GMT+00:00","4","1","",""
"1.30.1.1","","","","","","","1","QUEBEC (PROVINCE)"
"1.30.1.1.1","30a1a","052","THOM","Thu 13 Dec 1979 00:44:36 GMT+00:00","5","1","",""
"1.30.1.1.1","","","","","","","1","QUEBEC (CITY)"
"1.30.2","30b","053","THOM","Thu 13 Dec 1979 00:43:51 GMT+00:00","3","1","",""
"1.30.2","","","","","","","1","UNITED STATES"
"1.30.2.1","30b1","054","THOM","Thu 13 Dec 1979 00:45:25 GMT+00:00","4","1","",""
"1.30.2.1","","","","","","","1","CALIFORNIA"
"1.30.2.1.1","30b1a","055","THOM","Thu 13 Dec 1979 00:45:27 GMT+00:00","5","1","",""
"1.30.2.1.1","","","","","","","1","CUPERTINO"
"1.30.2.1.2","30b1b","056","THOM","Thu 13 Dec 1979 00:45:31 GMT+00:00","5","1","",""
"1.30.2.1.2","","","","","","","1","LOS ANGELES"
"1.30.2.1.3","30b1c","057","THOM","Thu 13 Dec 1979 00:45:33 GMT+00:00","5","1","",""
"1.30.2.1.3","","","","","","","1","SAN FRANCISCO"
"1.30.2.2","30b2","058","THOM","Thu 13 Dec 1979 00:44:01 GMT+00:00","4","1","",""
"1.30.2.2","","","","","","","1","MISSISSIPPI"
"1.30.2.3","30b3","059","THOM","Thu 13 Dec 1979 00:43:56 GMT+00:00","4","1","",""
"1.30.2.3","","","","","","","1","OHIO"
"1.30.2.3.1","30b3a","060","THOM","Thu 13 Dec 1979 00:43:57 GMT+00:00","5","1","",""
"1.30.2.3.1","","","","","","","1","CLEVELAND"
"1.31","31","062","ROSE","Tue 6 Jan 1981 00:05:19 GMT+00:00","2","14","",""
"1.31","","","","","","","1","You will notice that viewspec &quot;d&quot; shows only NORTH"
"1.31","","","","","","","2","AMERICA.  Adding one level shows all the countries in the list."
"1.31","","","","","","","3","Adding another level shows the major subdivisions of the"
"1.31","","","","","","","4","countries, and so on.  In the case of this example, it is not"
"1.31","","","","","","","5","particularly useful, but in the case of a large document it can"
"1.31","","","","","","","6","be extremely useful.  If you go to a large document with"
"1.31","","","","","","","7","viewspec &quot;d&quot;, you will see only the chapter titles --"
"1.31","","","","","","","8","sort of like looking at a table of contents.  When you spot the"
"1.31","","","","","","","9","chapter you are interested in, you can jump to that (by using"
"1.31","","","","","","","10","the Jump (to) MARK command), and set viewspec &quot;b&quot; as"
"1.31","","","","","","","11","you go.  This will put the chapter heading at the top of the"
"1.31","","","","","","","12","screen, and underneath it you will see one more level down --"
"1.31","","","","","","","13","all of the section titles.  You can continue this process until"
"1.31","","","","","","","14","you find exactly the material you are looking for."
"1.32","32","063","ROSE","Tue 6 Jan 1981 00:05:32 GMT+00:00","2","4","",""
"1.32","","","","","","","1","Since this and the previous file were introductory, it was"
