"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated","level","Match_Count","Line Number","Text"
"1.1.2","","","","","","","3","features to do most of what you will want to do.  The files"
"1.1.2","","","","","","","4","TUTOR, TUTOR2, and TUTOR3 do not come anywhere near covering all"
"1.1.2","","","","","","","5","of the features of AUGMENT.  In a sense, they just begin to"
"1.1.2","","","","","","","6","scratch the surface.  Some more advanced topics can be found in"
"1.1.2","","","","","","","7","the file <TUTOR, TUTOR4,> which is similar to the first three,"
"1.1.2","","","","","","","8","but covers topics which may not be of interest to everyone."
"1.1.2","","","","","","","9","When you have finished reading this file, you may jump to that"
"1.1.2","","","","","","","10","file and read it, or you may copy it into your own directory if"
"1.1.2","","","","","","","11","you wish to edit it."
"1.1.3","1c","0469","ROSE","Sat 10 Jan 1981 00:03:48 GMT+00:00","3","11","",""
"1.1.3","","","","","","","1","AUGMENT is an enormous system.  It is nearly impossible to give"
"1.1.3","","","","","","","2","a complete description of one feature without talking about"
"1.1.3","","","","","","","3","other features.  In order to avoid rewriting large portions of"
"1.1.3","","","","","","","4","the text, we will often use links to make references to other"
"1.1.3","","","","","","","5","places in the file.  For example, to find out how to copy the"
"1.1.3","","","","","","","6","TUTOR4 file into your directory, see <0185>.  To"
"1.1.3","","","","","","","7","&quot;follow&quot; the link, simply type &quot;Jump (to)"
"1.1.3","","","","","","","8","Link&quot;, and mark anywhere between the &quot;<&quot; and"
"1.1.3","","","","","","","9","&quot;>&quot; in the last sentence.  A final <OK> will put you"
"1.1.3","","","","","","","10","there.  A &quot;Jump (to) Return&quot; command (see <0139>) will"
"1.1.3","","","","","","","11","get you back here."
"1.1.4","1d","0538","ROSE","Wed 7 Jan 1981 07:42:12 GMT+00:00","3","7","",""
"1.1.4","","","","","","","1","Finally, there is more material in this file than in the other"
"1.1.4","","","","","","","2","two tutor files.  In addition, it is slightly more concentrated"
"1.1.4","","","","","","","3","in places, and you will find that you need to read, reread, and"
"1.1.4","","","","","","","4","experiment before you understand the process completely.  Take"
"1.1.4","","","","","","","5","it easy.  Do not try to read this whole file at once.  Work on"
"1.1.4","","","","","","","6","it a little at a time, and when you are finished, you will truly"
"1.1.4","","","","","","","7","be an advanced AUGMENT user.  Good luck!"
"1.1.5","1e","01235","ROSE","Sat 10 Jan 1981 00:03:55 GMT+00:00","3","6","",""
"1.1.5","","","","","","","1","<a href=&quot;(This last statement holds, and even more so, for"
"1.1.5","","","","","","","2","the TUTOR4 file.  Users of that file will find much of the"
"1.1.5","","","","","","","3","material there very concentrated.)&quot;>(This last statement"
"1.1.5","","","","","","","4","holds, and even more so, for the TUTOR4 file.  Users of that"
"1.1.5","","","","","","","5","file will find much of the material there very"
"1.1.5","","","","","","","6","concentrated.)</a>"
"1.2","2","044","THOM","Thu 7 Aug 1980 06:01:18 GMT+00:00","2","1","",""
"1.2","","","","","","","1","More Jump commands"
"1.2.1","2a","0534","ROSE","Mon 12 Jan 1981 07:38:42 GMT+00:00","3","8","",""
"1.2.1","","","","","","","1","In this section, you will learn a few more Jump commands.  The"
"1.2.1","","","","","","","2","exercises almost invariably involve jumping around in this file,"
"1.2.1","","","","","","","3","and then returning when you are done.  To save time, it might be"
"1.2.1","","","","","","","4","a good idea to turn on the statement numbers (use the &quot;Set"
"1.2.1","","","","","","","5","Viewspecs m<OK>&quot; command), and before you go"
"1.2.1","","","","","","","6","&quot;exploring&quot;, note the number of the present statement"
"1.2.1","","","","","","","7","so that you can get back with a &quot;Jump (to) Link&quot;"
"1.2.1","","","","","","","8","command."
"1.2.2","2b","098","THOM","Wed 19 Dec 1979 02:16:46 GMT+00:00","3","1","",""
"1.2.2","","","","","","","1","So far, our jumping commands include:"
"1.2.2.1","2b1","099","ROSE","Wed 7 Jan 1981 07:42:52 GMT+00:00","4","2","",""
"1.2.2.1","","","","","","","1","Jump (to) MARK -- The statement you mark will be put at the top"
"1.2.2.1","","","","","","","2","of the screen."
"1.2.2.2","2b2","0100","ROSE","Wed 7 Jan 1981 07:42:48 GMT+00:00","4","2","",""
"1.2.2.2","","","","","","","1","Jump (to) Origin -- The origin will be put at the top of the"
"1.2.2.2","","","","","","","2","screen."
"1.2.2.3","2b3","0101","ROSE","Wed 7 Jan 1981 07:43:00 GMT+00:00","4","4","",""
"1.2.2.3","","","","","","","1","Jump (to) Link -- This command will go almost anywhere, but you"
"1.2.2.3","","","","","","","2","must know the statement number to which you wish to jump.  A"
"1.2.2.3","","","","","","","3","link can also include a file name and viewspecs, in the"
"1.2.2.3","","","","","","","4","following general form:"
"1.2.2.3.1","2b3a","0102","ROSE","Sat 10 Jan 1981 00:25:17 GMT+00:00","5","6","",""
"1.2.2.3.1","","","","","","","1","link = filename,statement-number:viewspecs -- A sample Jump (to)"
"1.2.2.3.1","","","","","","","2","Link command might be:  Jump (to) Link tutor,3:my<OK>.  This"
"1.2.2.3.1","","","","","","","3","will take you to the file named TUTOR, to the third top-level"
"1.2.2.3.1","","","","","","","4","statement, and when you arrive, the viewspecs in force will be m"
"1.2.2.3.1","","","","","","","5","and y.  Not all parts of a link are necessary.  The following"
"1.2.2.3.1","","","","","","","6","are also legal links:"
"1.2.2.3.1.1","2b3a1","0144","ROSE","Wed 7 Jan 1981 07:45:31 GMT+00:00","6","1","",""
"1.2.2.3.1.1","","","","","","","1","23a  (statement number 23a in the current file)"
"1.2.2.3.1.2","2b3a2","0145","ROSE","Sat 10 Jan 1981 00:26:56 GMT+00:00","6","2","",""
"1.2.2.3.1.2","","","","","","","1","tutor,:c  (beginning of the file named TUTOR, with viewspec"
"1.2.2.3.1.2","","","","","","","2","&quot;c&quot;)"
"1.2.2.3.1.3","2b3a3","0146","THOM","Wed 12 Mar 1980 06:07:15 GMT+00:00","6","2","",""
"1.2.2.3.1.3","","","","","","","1",":d  (stay in the same place, but change to viewspec"
"1.2.2.3.1.3","","","","","","","2","&quot;d&quot;)"
"1.2.2.3.1.4","2b3a4","0147","ROSE","Wed 7 Jan 1981 07:45:29 GMT+00:00","6","2","",""
"1.2.2.3.1.4","","","","","","","1","3:a  (statement 3 in the current file, with viewspec"
"1.2.2.3.1.4","","","","","","","2","&quot;a&quot;)"
"1.2.2.4","2b4","0103","ROSE","Wed 7 Jan 1981 07:46:12 GMT+00:00","4","15","",""
"1.2.2.4","","","","","","","1","Using statement numbers, it is possible to get around in a file"
"1.2.2.4","","","","","","","2","pretty well, but there are a number of shortcuts.  For example,"
"1.2.2.4","","","","","","","3","suppose you are reading a file, and you come to a heading in"
"1.2.2.4","","","","","","","4","which you have no interest.  Presumably, if your file is well"
"1.2.2.4","","","","","","","5","structured, all the statements at levels below (down from) the"
"1.2.2.4","","","","","","","6","heading have to do with the heading, so you would like to skip"
"1.2.2.4","","","","","","","7","them too, and get to the next main heading.  If your statement"
"1.2.2.4","","","","","","","8","numbers are on, you can tell by the number of the heading what"
"1.2.2.4","","","","","","","9","the number of the next statement at the same level as the"
"1.2.2.4","","","","","","","10","heading will be.  For example, suppose that the heading has"
"1.2.2.4","","","","","","","11","statement number 3c.  What will the statement number of the next"
"1.2.2.4","","","","","","","12","heading be?  The answer is: 3d (if there is a next heading at"
"1.2.2.4","","","","","","","13","that level).  If there are no more statements at that level, the"
"1.2.2.4","","","","","","","14","next information that might be of interest would be under"
"1.2.2.4","","","","","","","15","statement 4."
"1.2.2.5","2b5","0104","ROSE","Thu 8 Jan 1981 00:32:21 GMT+00:00","4","11","",""
"1.2.2.5","","","","","","","1","So to get to the next main heading, you could look at the"
"1.2.2.5","","","","","","","2","statement numbers (turning them on first if necessary), figure"
"1.2.2.5","","","","","","","3","out the number of the next statement at the same level, and then"
"1.2.2.5","","","","","","","4","use the Jump (to) Link command.  Alternatively, you can refer to"
"1.2.2.5","","","","","","","5","such a statement as a &quot;successor&quot;.  A successor of a"
"1.2.2.5","","","","","","","6","statement is the next statement in a file at the same level as"
"1.2.2.5","","","","","","","7","the given statement.  Put this statement at the top of your"
"1.2.2.5","","","","","","","8","screen, and then answer the following questions about the menu"
"1.2.2.5","","","","","","","9","below.  What is the successor of BREAKFAST? of EGGS? of"
"1.2.2.5","","","","","","","10","SANDWICH? of DINNER?  A predecessor is the opposite of a"
"1.2.2.5","","","","","","","11","successor; what is the predecessor of LUNCH? of FRIED? of EGGS?"
"1.2.2.5.1","2b5a","0105","THOM","Wed 19 Dec 1979 02:23:05 GMT+00:00","5","1","",""
"1.2.2.5.1","","","","","","","1","BREAKFAST"
"1.2.2.5.1.1","2b5a1","0108","THOM","Wed 19 Dec 1979 02:23:05 GMT+00:00","6","1","",""
"1.2.2.5.1.1","","","","","","","1","EGGS"
"1.2.2.5.1.1.1","2b5a1a","0109","THOM","Wed 19 Dec 1979 02:23:06 GMT+00:00","7","1","",""
"1.2.2.5.1.1.1","","","","","","","1","SCRAMBLED"
"1.2.2.5.1.1.2","2b5a1b","0110","THOM","Wed 19 Dec 1979 02:23:06 GMT+00:00","7","1","",""
"1.2.2.5.1.1.2","","","","","","","1","POACHED"
"1.2.2.5.1.1.3","2b5a1c","0114","THOM","Wed 19 Dec 1979 02:23:54 GMT+00:00","7","1","",""
"1.2.2.5.1.1.3","","","","","","","1","FRIED"
"1.2.2.5.1.2","2b5a2","0111","THOM","Wed 19 Dec 1979 02:23:06 GMT+00:00","6","1","",""
"1.2.2.5.1.2","","","","","","","1","COFFEE"
"1.2.2.5.2","2b5b","0106","THOM","Wed 19 Dec 1979 02:23:06 GMT+00:00","5","1","",""
"1.2.2.5.2","","","","","","","1","LUNCH"
"1.2.2.5.2.1","2b5b1","0112","THOM","Wed 19 Dec 1979 02:23:06 GMT+00:00","6","1","",""
"1.2.2.5.2.1","","","","","","","1","SANDWICH"
"1.2.2.5.2.2","2b5b2","0113","THOM","Wed 19 Dec 1979 02:23:06 GMT+00:00","6","1","",""
"1.2.2.5.2.2","","","","","","","1","MILK"
"1.2.2.5.3","2b5c","0107","THOM","Wed 19 Dec 1979 02:23:06 GMT+00:00","5","1","",""
"1.2.2.5.3","","","","","","","1","DINNER"
"1.2.2.6","2b6","0115","ROSE","Wed 7 Jan 1981 07:48:13 GMT+00:00","4","4","",""
"1.2.2.6","","","","","","","1","The successor of BREAKFAST is LUNCH, and of EGGS is COFFEE,"
"1.2.2.6","","","","","","","2","while DINNER has no successor.  The predecessor of LUNCH is"
"1.2.2.6","","","","","","","3","BREAKFAST, and of FRIED is POACHED; EGGS has no predecessor.  If"
"1.2.2.6","","","","","","","4","you had trouble with this, reread the section, and try again."
"1.2.2.7","2b7","0116","ROSE","Wed 7 Jan 1981 07:48:19 GMT+00:00","4","3","",""
"1.2.2.7","","","","","","","1","The words Successor and Predecessor are just two more nouns that"
"1.2.2.7","","","","","","","2","can be acted upon by the verb Jump.  You can jump to Predecessor"
"1.2.2.7","","","","","","","3","and to Successor."
"1.2.2.8","2b8","0117","ROSE","Wed 7 Jan 1981 07:48:33 GMT+00:00","4","6","",""
"1.2.2.8","","","","","","","1","After you type &quot;Jump (to) Successor&quot; and mark a"
"1.2.2.8","","","","","","","2","statement, the successor of the statement you marked will be"
"1.2.2.8","","","","","","","3","moved to the top of your screen. This is exactly the same as the"
"1.2.2.8","","","","","","","4","other Jump commands.  The statement referred to is the statement"
"1.2.2.8","","","","","","","5","that will appear at the top of the screen at the end of the"
"1.2.2.8","","","","","","","6","jump."
"1.2.2.9","2b9","0118","ROSE","Wed 7 Jan 1981 07:48:42 GMT+00:00","4","7","",""
"1.2.2.9","","","","","","","1","Thus, if statement 1 is at the top of your screen, and statement"
"1.2.2.9","","","","","","","2","2 appears as well, and you type Jump (to) Predecessor and mark"
"1.2.2.9","","","","","","","3","statement 2, nothing will change because the predecessor of"
"1.2.2.9","","","","","","","4","statement 2 (namely statement 1) is already at the top of your"
"1.2.2.9","","","","","","","5","screen.  It is the same kind of thing which would happen if you"
"1.2.2.9","","","","","","","6","used the Jump (to) MARK command and marked the top statement on"
"1.2.2.9","","","","","","","7","your screen."
"1.2.2.10","2b10","0119","ROSE","Sat 10 Jan 1981 00:28:40 GMT+00:00","4","4","",""
"1.2.2.10","","","","","","","1","Turn on your statement numbers, note where you are, and try"
"1.2.2.10","","","","","","","2","using the Jump (to) Predecessor and Jump (to) Successor"
"1.2.2.10","","","","","","","3","commands.  Use them on statements that have no predecessors or"
"1.2.2.10","","","","","","","4","successors to see what happens.  When you are done, return here."
"1.2.2.11","2b11","0120","ROSE","Sat 10 Jan 1981 00:31:06 GMT+00:00","4","10","",""
"1.2.2.11","","","","","","","1","There are four other nouns similar to Predecessor and Successor"
"1.2.2.11","","","","","","","2","which are commonly used.  They come in two pairs of"
"1.2.2.11","","","","","","","3","&quot;opposites&quot; -- Up and Down, and Next and Back.  Up and"
"1.2.2.11","","","","","","","4","Down are easy to understand.  The Up of a statement is the"
"1.2.2.11","","","","","","","5","statement that the given statement is under (where"
"1.2.2.11","","","","","","","6","&quot;under&quot; means &quot;a level below&quot;).  The Down is"
"1.2.2.11","","","","","","","7","the first statement under the given statement.  Next and Back"
"1.2.2.11","","","","","","","8","are simply the very next statement in the file (at any level),"
"1.2.2.11","","","","","","","9","and Back is the opposite -- the previous statement (again at any"
"1.2.2.11","","","","","","","10","level)."
"1.2.2.12","2b12","0121","THOM","Wed 19 Dec 1979 02:51:27 GMT+00:00","4","7","",""
"1.2.2.12","","","","","","","1","Jump to this statement, and answer the following questions about"
"1.2.2.12","","","","","","","2","the statements below.  What is the Up of WYOMING? of HOUSTON?"
"1.2.2.12","","","","","","","3","What is the Down of CANADA? of CODY?  What is the Next of"
"1.2.2.12","","","","","","","4","HOUSTON? of CANADA?  What is the Back of VANCOUVER? of TEXAS?"
"1.2.2.12","","","","","","","5","What is the Successor of the Up of CODY?  What is the Next of"
"1.2.2.12","","","","","","","6","the Back of WYOMING?  What is the Successor of the Successor of"
"1.2.2.12","","","","","","","7","the Down of UNITED STATES?"
"1.2.2.12.1","2b12a","0122","THOM","Wed 19 Dec 1979 02:50:15 GMT+00:00","5","1","",""
"1.2.2.12.1","","","","","","","1","UNITED STATES"
"1.2.2.12.1.1","2b12a1","0123","THOM","Wed 19 Dec 1979 02:50:15 GMT+00:00","6","1","",""
"1.2.2.12.1.1","","","","","","","1","ARKANSAS"
"1.2.2.12.1.2","2b12a2","0124","THOM","Wed 19 Dec 1979 02:50:15 GMT+00:00","6","1","",""
"1.2.2.12.1.2","","","","","","","1","CALIFORNIA"
"1.2.2.12.1.2.1","2b12a2a","0132","THOM","Wed 19 Dec 1979 02:50:15 GMT+00:00","7","1","",""
"1.2.2.12.1.2.1","","","","","","","1","SAN FRANCISCO"
"1.2.2.12.1.3","2b12a3","0125","THOM","Wed 19 Dec 1979 02:50:15 GMT+00:00","6","1","",""
"1.2.2.12.1.3","","","","","","","1","WYOMING"
"1.2.2.12.1.3.1","2b12a3a","0133","THOM","Wed 19 Dec 1979 02:50:16 GMT+00:00","7","1","",""
"1.2.2.12.1.3.1","","","","","","","1","CODY"
"1.2.2.12.1.4","2b12a4","0126","THOM","Wed 19 Dec 1979 02:50:16 GMT+00:00","6","1","",""
"1.2.2.12.1.4","","","","","","","1","TEXAS"
"1.2.2.12.1.4.1","2b12a4a","0131","THOM","Wed 19 Dec 1979 02:50:16 GMT+00:00","7","1","",""
"1.2.2.12.1.4.1","","","","","","","1","AUSTIN"
"1.2.2.12.1.4.2","2b12a4b","0130","THOM","Wed 19 Dec 1979 02:50:56 GMT+00:00","7","1","",""
"1.2.2.12.1.4.2","","","","","","","1","HOUSTON"
"1.2.2.12.1.5","2b12a5","0135","THOM","Wed 19 Dec 1979 02:51:30 GMT+00:00","6","1","",""
"1.2.2.12.1.5","","","","","","","1","VERMONT"
"1.2.2.12.2","2b12b","0127","THOM","Wed 19 Dec 1979 02:50:16 GMT+00:00","5","1","",""
"1.2.2.12.2","","","","","","","1","CANADA"
"1.2.2.12.2.1","2b12b1","0128","THOM","Wed 19 Dec 1979 02:50:16 GMT+00:00","6","1","",""
"1.2.2.12.2.1","","","","","","","1","BRITISH COLUMBIA"
"1.2.2.12.2.1.1","2b12b1a","0134","THOM","Wed 19 Dec 1979 02:50:16 GMT+00:00","7","1","",""
"1.2.2.12.2.1.1","","","","","","","1","VANCOUVER"
"1.2.2.12.2.2","2b12b2","0129","THOM","Wed 19 Dec 1979 02:50:16 GMT+00:00","6","1","",""
"1.2.2.12.2.2","","","","","","","1","ONTARIO"
"1.2.2.13","2b13","0136","ROSE","Wed 7 Jan 1981 07:50:00 GMT+00:00","4","6","",""
"1.2.2.13","","","","","","","1","The Up of WYOMING is UNITED STATES; the Up of HOUSTON is TEXAS."
"1.2.2.13","","","","","","","2","The Down of CANADA is BRITISH COLUMBIA, and CODY has no Down."
"1.2.2.13","","","","","","","3","The Back of VANCOUVER is BRITISH COLUMBIA, and the Back of TEXAS"
"1.2.2.13","","","","","","","4","is CODY.  The Successor of the Up of CODY is TEXAS, and the Next"
"1.2.2.13","","","","","","","5","of the Back of WYOMING is still WYOMING.  The Successor of the"
"1.2.2.13","","","","","","","6","Successor of the Down of UNITED STATES is WYOMING."
"1.2.2.14","2b14","0137","ROSE","Sat 10 Jan 1981 00:31:28 GMT+00:00","4","3","",""
"1.2.2.14","","","","","","","1","Try jumping around in this file to try out these new commands"
"1.2.2.14","","","","","","","2","(Jump (to) Next, Jump (to) Up, and so on).  Return here when you"
"1.2.2.14","","","","","","","3","are satisfied with your understanding of how they work."
"1.2.2.15","2b15","0138","ROSE","Mon 12 Jan 1981 07:38:54 GMT+00:00","4","13","",""
"1.2.2.15","","","","","","","1","A little thought will show you that Down and Next are going to"
"1.2.2.15","","","","","","","2","be less useful than Up and Back.  When you Jump Down from a"
"1.2.2.15","","","","","","","3","statement, it is the same as Next, unless the statement has no"
"1.2.2.15","","","","","","","4","Down.  Jumping Up can take you a long way back in the file.  The"
"1.2.2.15","","","","","","","5","reason you might want to Jump Up is to find out the heading of"
"1.2.2.15","","","","","","","6","the section you are reading.  Similarly, Back can move you one"
"1.2.2.15","","","","","","","7","statement back in the file, which can be very useful if you have"
"1.2.2.15","","","","","","","8","jumped one statement too far.  Next is only useful when you can"
"1.2.2.15","","","","","","","9","see that a statement has ended at the bottom of your screen,"
"1.2.2.15","","","","","","","10","which it is often difficult to tell.  You are usually safer to"
"1.2.2.15","","","","","","","11","jump to MARK and mark the bottom statement on the screen.  This"
"1.2.2.15","","","","","","","12","reshows some of the bottom statement on the top of the screen,"
"1.2.2.15","","","","","","","13","but it assures you that you did not miss reading any text."
"1.2.2.16","2b16","0139","ROSE","Thu 8 Jan 1981 00:32:57 GMT+00:00","4","17","",""
"1.2.2.16","","","","","","","1","Two other Jump commands can be extremely useful from time to"
"1.2.2.16","","","","","","","2","time.  Every time you jump in a file, AUGMENT records exactly"
"1.2.2.16","","","","","","","3","where you were, together with the viewspecs that were in effect"
"1.2.2.16","","","","","","","4","at the time.  A list of ten previous views is kept, and it is"
"1.2.2.16","","","","","","","5","possible to return to any of these views.  Thus, you can be"
"1.2.2.16","","","","","","","6","momentarily distracted and Jump off somewhere without noting"
"1.2.2.16","","","","","","","7","where you were, and return back to your previous position.  The"
"1.2.2.16","","","","","","","8","command to do this is Jump (to) Return <OK>.  After you type"
"1.2.2.16","","","","","","","9","this, you will be presented with a &quot;flashback&quot; of the"
"1.2.2.16","","","","","","","10","first few characters from the top of your previous views, to"
"1.2.2.16","","","","","","","11","which you answer &quot;y&quot; (or <OK>) for &quot;yes&quot;, or"
"1.2.2.16","","","","","","","12","&quot;n&quot; for &quot;no&quot;.  As soon as you answer"
"1.2.2.16","","","","","","","13","&quot;yes&quot;, you will be returned to that view.  Don't worry"
"1.2.2.16","","","","","","","14","about missing the one you want -- if you accidentally type"
"1.2.2.16","","","","","","","15","&quot;n&quot; to it, the views will cycle around and give you a"
"1.2.2.16","","","","","","","16","second chance.  Try using the Jump (to) Return command now to"
"1.2.2.16","","","","","","","17","see how it works."
"1.2.2.17","2b17","0140","RVR","Mon 15 Nov 1982 06:01:16 GMT+00:00","4","5","",""
"1.2.2.17","","","","","","","1","The other useful command is similar, except that it refers to"
"1.2.2.17","","","","","","","2","jumping back to other files you have viewed during a session."
"1.2.2.17","","","","","","","3","The mechanism is exactly the same, but you use the command Jump"
"1.2.2.17","","","","","","","4","(to) Return File.  Try jumping to somewhere in the <TUTOR,>"
"1.2.2.17","","","","","","","5","file, and return here using the Jump (to) Return File command."
"1.3","3","0217","THOM","Thu 7 Aug 1980 06:01:19 GMT+00:00","2","1","",""
"1.3","","","","","","","1","Creating and deleting files"
"1.3.1","3a","0218","ROSE","Thu 8 Jan 1981 00:33:36 GMT+00:00","3","6","",""
"1.3.1","","","","","","","1","Everything that you have done so far has been in files that"
"1.3.1","","","","","","","2","already existed.  In this section, you will learn how to create"
"1.3.1","","","","","","","3","new files and how to delete old ones.  In addition, this section"
"1.3.1","","","","","","","4","will discuss some elementary facts about file control, that is,"
"1.3.1","","","","","","","5","how to keep your online information organized and safe from"
"1.3.1","","","","","","","6","accidental loss."
"1.3.2","3b","0223","THOM","Fri 21 Dec 1979 00:20:01 GMT+00:00","3","1","",""
"1.3.2","","","","","","","1","Creating a new file"
"1.3.2.1","3b1","0224","RVR","Mon 15 Nov 1982 06:02:30 GMT+00:00","4","13","",""
"1.3.2.1","","","","","","","1","The command to create a new file is simply &quot;Create"
"1.3.2.1","","","","","","","2","File&quot;.  You will need to type a leading space because"
"1.3.2.1","","","","","","","3","typing simply &quot;c&quot; gives you the Copy command, which"
"1.3.2.1","","","","","","","4","will be discussed later.  After you have typed"
"1.3.2.1","","","","","","","5","&quot;<SP>crf&quot;, you will be prompted for the name for the"
"1.3.2.1","","","","","","","6","new file.  If you type this, followed by <OK>, a new file by"
"1.3.2.1","","","","","","","7","that name will be created, and you will be put in that file.  Do"
"1.3.2.1","","","","","","","8","not use spaces, periods, or semicolons in the filename as they"
"1.3.2.1","","","","","","","9","serve another purpose (but dashes are fine).  Use this command"
"1.3.2.1","","","","","","","10","to create a new file named TEST, and after you are done, you"
"1.3.2.1","","","","","","","11","will be in the newly created TEST file.  Take a close look at"
"1.3.2.1","","","","","","","12","the origin statement there, and then return here using the Jump"
"1.3.2.1","","","","","","","13","(to) Return File command.  Create the file now."
"1.3.2.2","3b2","0226","THOM","Fri 21 Dec 1979 00:22:23 GMT+00:00","4","2","",""
"1.3.2.2","","","","","","","1","The origin statement of the file you just created should look"
"1.3.2.2","","","","","","","2","something like this:"
"1.3.2.2.1","3b2a","0225","WBD","Sat 9 Jul 1988 00:17:23 GMT+00:00","5","1","",""
"1.3.2.2.1","","","","","","","1","<TEAM-1, USER:DAVIS, TEST.AUG;1,>, 20-Jan-88 17:05 WBD ;;;;"
"1.3.2.3","3b3","0227","WBD","Sat 9 Jul 1988 00:18:17 GMT+00:00","4","7","",""
"1.3.2.3","","","","","","","1","The origin statement contains a lot of information about the"
"1.3.2.3","","","","","","","2","file, and it is useful to be able to read it.  The first word in"
"1.3.2.3","","","","","","","3","your origin is the computer name.  In the example above, the"
"1.3.2.3","","","","","","","4","computer is TEAM-1.  The second word is the logical unit name."
"1.3.2.3","","","","","","","5","The third word is the directory name.  In the example, the"
"1.3.2.3","","","","","","","6","origin statement was created on the USER logical unit in the"
"1.3.2.3","","","","","","","7","DAVIS directory."
"1.3.2.4","3b4","0228","RVR","Mon 15 Nov 1982 06:05:15 GMT+00:00","4","14","",""
"1.3.2.4","","","","","","","1","Following the directory name is the actual name of the file."
"1.3.2.4","","","","","","","2","The one you created is named TEST.  Then there is a period,"
"1.3.2.4","","","","","","","3","followed by &quot;AUG&quot;.  This is called a file extension,"
"1.3.2.4","","","","","","","4","and identifies the type of file.  In AUGMENT, almost all of the"
"1.3.2.4","","","","","","","5","files you will deal with have the &quot;AUG&quot; extension"
"1.3.2.4","","","","","","","6","(older files may have an &quot;NLS&quot; extension).  Don't"
"1.3.2.4","","","","","","","7","worry about it now.  Following the extension is a semicolon, and"
"1.3.2.4","","","","","","","8","following that is a number, which is the version number of the"
"1.3.2.4","","","","","","","9","file.  Since the file is newly created, its version number will"
"1.3.2.4","","","","","","","10","naturally be 1.  The update command will be discussed later, but"
"1.3.2.4","","","","","","","11","for now, each time you update your file, the version number will"
"1.3.2.4","","","","","","","12","increase by 1.  Note how periods, commas, and semi-colons are"
"1.3.2.4","","","","","","","13","used for filing purposes which is why they are not used for the"
"1.3.2.4","","","","","","","14","actual filename."
"1.3.2.5","3b5","0229","ROSE","Mon 12 Jan 1981 07:39:13 GMT+00:00","4","7","",""
"1.3.2.5","","","","","","","1","All of the above information is contained within angle brackets,"
"1.3.2.5","","","","","","","2","and outside those angle brackets is the date and time that the"
"1.3.2.5","","","","","","","3","file was last updated.  In the case of a newly created file, it"
"1.3.2.5","","","","","","","4","is simply the date and time of creation.  After the date and"
"1.3.2.5","","","","","","","5","time is the ident of the person who last updated the file.  Your"
"1.3.2.5","","","","","","","6","ident should appear there.  The four semicolons at the end of"
"1.3.2.5","","","","","","","7","the origin statement mark the end of the information."
"1.3.3","3c","0230","THOM","Fri 21 Dec 1979 00:25:37 GMT+00:00","3","1","",""
"1.3.3","","","","","","","1","Updating a file"
"1.3.3.1","3c1","0231","ROSE","Sat 10 Jan 1981 00:32:27 GMT+00:00","4","12","",""
"1.3.3.1","","","","","","","1","AUGMENT has a mechanism for protecting you from losing large"
"1.3.3.1","","","","","","","2","amounts of work due to mistakes.  It turns out that when you are"
"1.3.3.1","","","","","","","3","editing a file, you are not really altering the actual file;"
"1.3.3.1","","","","","","","4","your changes are simply kept as a set of modifications to the"
"1.3.3.1","","","","","","","5","file.  When you look at the file on the screen, however, you see"
